id;catalogueId;type;title;technique;measurements;creatordate;displaydate;style
647;854;21;Espansione spiralica di muscoli in movimento;Plaster;\N;1913;\N;48
648;855;21;Sintesi del dinamismo umano;Plaster;\N;1913;\N;48
649;856;21;Forme uniche della continuità nello spazio;a/b/c/d plaster\; e/f/g bronze;\N;1913;\N;48
650;857;21;Muscoli in velocità;Plaster;\N;1913;\N;48
651;869;23;Dinamismo muscolare;Pen and tempera on paper;29.3 x 22.9 cm;1913;\N;49
652;878;20;Dinamismo di un corpo umano;Pen and brush on paper;\N;1913;\N;\N
653;883;3;Dinamismo di un corpo umano;Oil on canvas;81 x 65.5 cm;1913;\N;49
654;884;3;Dinamismo di un ciclista;Oil on canvas;70 x 90 cm;1913;\N;49
655;895;3;Dinamismo di un Foot-baller;Oil on canvas;195 x 200 cm;1913;\N;49
656;898;3;Forme plastiche di un cavallo;Oil on canvas;40 x 40 cm;\N;\N;49
657;899;3;Costruzione spiralica;Oil on canvas;95 x 95 cm;\N;\N;49
658;908;3;Cavallo + Cavaliere + Caseggiato;Oil on canvas;105 x 135 cm;\N;\N;49
659;497;22;Ici, c'est ici Stieglitz, foi et amour (maquette);Ink, pencil, and collage on cardboard;75.9 x 50.8 cm;1915;\N;47
660;512;33;Voilà elle;Printed illustration;48.3 x 29.5 cm;1915;\N;\N
661;059;3;Soleil d'automne;Oil on canvas;103 x 117 cm;1906;\N;46
662;070;3;Étude pour Rouge à lèvres;Oil on canvas;61 x 50 cm;\N;\N;47
663;077;3;La Gamme jaune II;Oil on canvas;79 x 79 cm;\N;\N;47
664;078;3;Gigolettes (Zusa et Villete);Oil on canvas;66 x 72 cm;1909;\N;47
665;083;3;La Môme à Gallien, Au gôut de Gallien;Oil on canvas;108 x 100 cm;\N;\N;47
666;086;3;Gigolette : Io, la vache;Oil on canvas;79.5 x 72 cm;1910;\N;47
667;088;3;Portrait de famille;Oil on canvas;103 x 112 cm;1910;\N;47
668;090;3;Plans par couleurs, Grand Nu;Oil on canvas;150.1 x 180.8 cm;\N;\N;47
669;093;3;Le Miroir Ovale;Oil on canvas;108.3 x 88.6 cm;1910;\N;48
670;099;3;Étude pour Amorpha, fugue à deux couleurs et pour Amorpha, chromatique chaude;Oil on canvas;84 x 128 cm;\N;\N;49
671;102;3;Amorpha, fugue à deux couleurs;Oil on canvas;211 x 220 cm;1912;\N;49
672;103;3;Amorpha, chromatique chaude;Oil on canvas;105 x 105 cm;\N;\N;49
673;112;3;Portrait du musicien Follot;Oil on canvas;72.4 x 66.3 cm;1910;\N;48
674;114;3;Plans par couleurs;Oil on canvas;109 x 99.5 cm;\N;\N;48
675;125;3;Plans verticaux I;Oil on canvas;150 x 94 cm;\N;\N;49
676;126;3;Plans verticaux II;Oil on canvas;104 x 68 cm;\N;\N;49
677;127;3;Plans verticaux III;Oil on canvas;200 x 118 cm;\N;\N;49
678;171;3;Printemps cosmique II;Oil on canvas;115 x 125 cm;1911;\N;49
679;177;3;Localisation de mobiles graphiques I;Oil on canvas;200 x 194 cm;\N;\N;49
680;178;3;Localisation de mobiles graphiques II;Oil on canvas;200 x 200 cm;1913;\N;49
681;202;3;Compliment;Oil on canvas;89 x 108 cm;1912;\N;49
682;206;3;Composition;Oil on canvas;50 x 60 cm;1912;\N;49
683;224;3;Le Solo d'un trait brun;Oil on canvas;70 x 115 cm;\N;\N;49
684;A523;3;Zomernacht;Oil on canvas;71 x 110.5 cm;1907;\N;46
685;F-178;2;Cueillette de fruits / Abondance;Gouache on cardboard;52.7 x 51 cm;1909;\N;\N
686;F-180;1;Maternité;Watercolor, pencil on paper mounted on cardboard;53 x 56.3 cm;1909;\N;\N
687;F-186;2;Portrait de femme;Gouache on paper;27.7 x 27.7 cm;\N;\N;\N
688;F-363;3;Composition cubofuturiste;Oil on canvas;60 x 40 cm;1913;\N;\N
689;43;3;La Signora Virginia;Oil on canvas;140 x 115.5 cm;1905;\N;46
690;43;3;La Signora Virginia;Oil on canvas;140 x 115.5 cm;1905;\N;46
691;408;3;Testa di vecchio;Oil on wood;40 x 29 cm;1909;\N;\N
692;435;4;Ritratto femminile;Pastel on paper;54 x 58.1 cm;1909;\N;47
693;908;3;Cavallo + cavaliere + caseggiato;Oil on canvas;105 x 135 cm;\N;1913;49
694;650;3;Il lutto;Oil on canvas;105 x 134.6 cm;1910;\N;\N
695;\N;13;scream;\N;\N;1902;\N;\N
696;\N;40;Judit;\N;\N;\N;\N;\N
697;\N;40;Judit;\N;\N;\N;\N;\N
698;\N;13;Selbstbildnis mit Weinflasche;\N;\N;1906;\N;\N
699;\N;40;lala;\N;\N;\N;\N;\N
700;\N;13;Kiss;\N;\N;\N;\N;\N
701;688;3;Selbstbildnis mit Weinflasche;Oil on Canvas;110.5 x 120.5 cm;1906;\N;52
702;607;3;Sommer im Park (Sonnenschein);\N;91 x 172 cm;1904;\N;54
703;609;3;Baumgruppe am Strand (Bäume am Meer);\N;91 x 167 cm;1904;\N;54
704;613;3;Umarmung am Strand (Sommertag);\N;91 x 195 cm;1904;\N;51
705;614;3;Tanz am Strand (Tanz am Meer);\N;91 x 195 cm;1904;\N;51
706;611;3;Mädchen bei der Fruchternte (Mädchen bei der Ernte);\N;92 x 170 cm;1904;\N;\N
707;687;3;Selbstbildnis vor rotem Hintergrund (Selbstbildnis);\N;120 x 70 cm;1906;\N;53
708;692;3;Elisabeth Förster-Nietzsche;\N;\N;1906;\N;53
709;693;3;Elisabeth Förster-Nietzsche;\N;115 x 80 cm;1906;\N;53
710;741;3;Mord (Marats Tod);\N;69.5 x 100 cm;1906;\N;52
711;615;13;Sonnenblume;\N;\N;\N;\N;\N
712;616;13;Stockrose;\N;\N;1904;\N;\N
713;610;3;Kussende Paare im Park (Liebespaare im Park);\N;91 x 170.5 cm;1904;\N;\N
714;610;3;Kussende Paare im Park (Liebespaare im Park);\N;91 x 170.5 cm;1904;\N;51
715;608;3;Jugend am Strand (Jugend am Meer);\N;90 x 174 cm;1904;\N;\N
716;579;3;Der Deutsche. Hermann Schlittgen;\N;200 x 119.5 cm;\N;\N;53
717;578;3;Der Franzose. Marcel Archinard;\N;185 x 70 cm;\N;\N;53
718;776;3;Weinende Frau;\N;121 x 119 cm;\N;\N;52
719;748;3;Lübecker Hafen;\N;81.5 x 122 cm;\N;\N;54
720;749;3;Die Küste bei Lübeck;\N;87 x 102 cm;1907;\N;54
721;750;3;Lübeck mit dem Holsentor;\N;84 x 130 cm;\N;\N;54
722;745;3;Walter Rathenau;\N;220 x 110 cm;\N;\N;53
723;538;3;Kiøsterudgården;\N;100 x 95 cm;\N;\N;54
724;565;3;Vier Mädchen in Åsgårdstrand;\N;87 x 111 cm;\N;\N;53
725;531;3;Landschaft mit rotem Haus;\N;80 x 65.5 cm;\N;\N;54
726;530;3;Der Apfelbaum;\N;75.5 x 87.5 cm;\N;\N;54
727;485;3;Die Familie Book;\N;197 x 122 cm;\N;\N;53
728;492;3;Kinder im Wald;\N;90 x 100 cm;\N;\N;54
729;526;3;Fischer vor gelbem Hintergrund;\N;73 x 95 cm;\N;\N;53
730;564;3;Vier Mädchen in Åsgårdstrand;\N;106 x 145 cm;\N;\N;53
731;691;3;Friedrich Nietzsche;Oil and Tempera on Canvas;201 x 130 cm;\N;\N;\N
732;651;3;Esches Kinder;\N;148 x 162.5 cm;1905;\N;\N
733;651;3;Esches Kinder;\N;148 x 162.5 cm;1905;\N;53
734;684;3;Park in Kösen;\N;70 x 80 cm;\N;\N;54
735;680;3;Die Eiche (Sonnenschein);\N;87 x 100 cm;\N;\N;54
736;678;3;Mutter mit Kindern, Thüringen (Aus Thüringen);\N;200 x 105.5 cm;\N;\N;53
737;676;3;Neuschnee in der Allee (Frischer Schnee);\N;80 x 100 cm;\N;\N;54
738;677;3;Kinder in der Allee;\N;75 x 90 cm;\N;\N;54
739;686;3;Felix Auerbach;\N;83.8 x 76.2 cm;1906;\N;53
740;742;3;Die Mörderin;\N;110 x 120 cm;1906;\N;52
741;575;3;Weihnachten im Bordell;\N;60.5 x 88 cm;\N;\N;52
742;650;3;Selbstbildnis mit breitkrempigen Hut (Selbstbildnis mit Panamahut);\N;79 x 64 cm;\N;\N;53
743;499;3;Albert Kollmann;\N;\N;\N;\N;53
744;664;3;Kartenspieler in Elgersburg;\N;85 x 100 cm;\N;\N;52
745;661;3;Elgersburg;\N;70.5 x 90 cm;\N;\N;54
746;696;3;Hary Graf Kessler;\N;200 x 84 cm;1906;\N;53
747;683;3;Park in Kösen;\N;65 x 79.5 cm;\N;\N;54
748;681;3;Kastanien;\N;101 x 80 cm;1906;\N;54
749;682;3;Park;\N;85 x 110 cm;\N;\N;54
750;724;13;Menschengruppe am Strand;\N;\N;\N;\N;\N
751;656;3;Hanni Esche;\N;81.7 x 70.6 cm;1905;\N;53
752;641;3;Der Hafen von Taarbek;\N;50 x 80 cm;\N;\N;54
753;631;3;Blühende Kirschbäume;\N;50.1 x 70.2 cm;1905;\N;54
754;626;3;Vorfrühling in Åsgårdstrand;\N;69.5 x 85 cm;\N;\N;54
755;622;3;Ellen Warburg;\N;180 x 100 cm;1905;\N;53
756;567;3;Die Damen auf der Brücke;\N;203 x 230 cm;1903;\N;\N
757;557;3;Landschaft bei Travemünde;\N;91 x 100 cm;\N;\N;54
758;674;3;Dorfstrasse im Schnee;\N;70.5 x 90.5 cm;\N;\N;\N
759;671;3;Schneelandschaft, Thüringen;\N;71 x 91 cm;1906;\N;54
760;621;3;Selbstbildnis mit Pinseln;\N;197 x 91 cm;\N;\N;53
761;576;3;Harry Graf Kessler;\N;86 x 75 cm;1904;\N;53
762;618;3;Max Linde;\N;226.5 x 101.5 cm;1904;\N;53
763;617;3;Junges Mädchen in blauem Kleid;\N;140 x 72 cm;\N;\N;53
764;562;3;Lothar Linde in roter Jacke;\N;50 x 40 cm;1903;\N;53
765;542;3;Aase Nørregaard;\N;195.5 x 105 cm;\N;\N;53
766;498;3;Konsul Christen Sandberg;\N;215 x 147 cm\
A size of painting before 1909 was not 215 x 147 cm.;\N;\N;53
767;501;4;Männerbildnis, Herr von R.;Colour crayon on cardboard;102 x 67 cm;\N;\N;53
768;619;3;Max Linde im Segleranzug;\N;133 x 81 cm;1904;\N;53
769;612;3;Mädchen beim Blumengiessen;\N;99.5 x 80 cm;\N;\N;53
770;635;3;Ludvig Karsten;\N;194 x 91 cm;1905;\N;53
771;598;3;Landschaft;\N;75.5 x 95.5 cm;\N;\N;54
772;603;3;Begräbnis;\N;80 x 60 cm;\N;\N;51
773;623;3;Frühling in Åsgårdstrand;\N;80 x 60 cm;1905;\N;54
774;568;3;Ingse Vibe;\N;160 x 70 cm;\N;\N;53
775;524;3;Fischer auf grüner Wiese;\N;80 x 61 cm;\N;\N;53
776;537;3;Bäume und Gartenmauer in Åsgårdstrand;\N;99 x 103.5 cm;\N;\N;54
777;541;3;Damen auf der Brücke;\N;184 x 205 cm;\N;\N;53
778;543;3;Vier Lebesalter;\N;130.4 x 100.4 cm;1902;\N;53
779;582;3;Rote Felsen in Åsgårdstrand;\N;70.5 x 100.5 cm;1904;\N;54
780;602;3;Zwei Mädchen mit blauen Schürzen;\N;115.5 x 93 cm;\N;\N;53
781;601;3;Garten im Sonnenschein;\N;72 x 81 cm;\N;\N;54
782;638;3;Drei Mädchen in Åsgårdstrand;\N;131 x 111 cm;1905;\N;53
783;649;1;Selbstbildnis mit Schnurrbart und hohem Kragen;Watercolor, pastel and gouache on cardboard / Mixed Media;44 x 41.5 cm;1905;\N;53
784;416;22;Frauenbildnis;Mixed media on canvas;105.5 x 107.8 cm;\N;\N;53
785;417;23;Schwarzhaariger Mann und rothaarige Frau;\N;48 x 72 cm;\N;\N;53
786;418;23;Holger Drachmann;Tempera on unprimed cardboard;72 x 55 cm;\N;\N;53
787;419;3;Henrik Ibsen im Grand Café;\N;70 x 96 cm;\N;\N;53
788;435;13;Strand;Watercolour and oil on unprimed cardboard;52.6 x 77 cm;1898;\N;54
789;257;3;Kuss am Fenster;\N;72 x 64.5 cm;\N;\N;52
790;529;3;Wäscheleine in Aasgaardstrand;\N;68 x 73 cm;1902;\N;54
791;388;3;Sitzender Akt vor rotem Hintergrund;\N;80 x 60 cm;\N;\N;53
792;389;3;Sitzender Rückenakt vor rotem Hintergrund;\N;64.5 x 48.5 cm;\N;\N;53
793;229;3;Junge Frau in blau;\N;76.5 x 56.5 cm;\N;\N;53
794;347;3;Pubertät;\N;151.5 x 110 cm;\N;\N;52
795;250;3;Inger in weisser Bluse;\N;81.5 x 66.5 cm;1891;\N;53
796;242;3;Blaugekleidete Dame vor blauem Wasser;\N;99 x 65 cm;1891;\N;53
797;301;3;August Strindberg;\N;120 x 90 cm;\N;\N;53
798;360;3;Melancholie (Abend);\N;81 x 100.5 cm;\N;\N;51
799;290;3;Abend auf Karl Johan;\N;84.5 x 121 cm;\N;\N;51
800;349;3;Vampir;\N;100 x 110 cm;1894;\N;\N
801;463;3;Rot und weiss;\N;93.5 x 129.5 cm;\N;\N;51
802;348;3;Der Tag danach;\N;115 x 152 cm;\N;\N;52
803;378;3;Asche;\N;120.5 x 141 cm;\N;\N;51
804;467;3;Melancholie (Laura);\N;110 x 126 cm;\N;\N;52
805;444;3;Winter;\N;65 x 79.5 cm;\N;\N;54
806;624;3;Haus in Aasgaardstrand;\N;100.5 x 130.5 cm;1905;\N;54
807;298;3;Ludvig Mayer;\N;214.5 x 103.5 cm;1892;\N;53
808;376;3;Am Totenbett;Oil and temepera on unprimed canvas;90 x 120.5 cm;\N;\N;52
809;690;3;Friedrich Nietzsche;\N;201 x 160 cm;\N;\N;\N
810;457;3;Aase Nørregaard;\N;131 x 109 cm;\N;\N;53
811;525;3;Alter Fischer und seine Tochter;\N;48.5 x 66.5 cm;\N;\N;53
812;318;3;Sommernacht. Meerjungfrau;\N;93 x 117 cm;\N;\N;\N
813;491;3;Spielende Kinder auf der Strasse in Aasgaardstrand;\N;74.6 x 89.2 cm;\N;\N;\N
814;652;3;Erdmute Esche mit Puppe;\N;74 x 68 cm;\N;\N;53
815;678;3;Mutter mit Kindern, Thüringen;\N;200 x 105.5 cm;\N;\N;\N
816;746;3;Ernest Thiel;\N;191 x 101 cm;\N;\N;53
817;455;3;Dunkler Tannenwald;\N;84.5 x 72.5 cm;\N;\N;54
818;512;3;Blondes und dunkelhaariges Aktmodell;\N;60.3 x 70.5 cm;\N;\N;53
819;509;3;Akt im Interieur;\N;81.5 x 65.5 cm;\N;\N;53
820;571;3;From Travemünde;\N;65 x 70 cm;\N;\N;54
821;468;3;Zugrauch;\N;84.5 x 109 cm;\N;\N;54
822;383;22;Stanislaw Przbyszewski;\N;62.5 x 55.5 cm;1895;\N;53
823;517;3;Sitzender Halbakt;\N;94.5 x 63.5 cm;\N;\N;53
824;503;3;Akt mit langem roten Haar;\N;120 x 50 cm;\N;\N;53
825;545;3;Mädchen mit rotkariertem Kleid und rotem Hut;\N;58 x 46.4 cm;\N;\N;53
826;502;4;Marta Sandal;\N;63.5 x 31.5 cm;\N;\N;53
827;496;3;Wald auf dem Weg nach Borre;\N;60 x 60 cm;\N;\N;54
828;379;3;Eifersucht;\N;66.8 x 100 cm;1895;\N;51
829;362;3;Die Frau;\N;164.5 x 251 cm;1894;\N;51
830;627;3;Frühlingslandschaft;\N;78 x 98 cm;\N;\N;54
831;374;22;Leichengeruch;Tempera and Oil on unprimed canvas;100 x 110 cm;\N;\N;52
832;393;3;Loslösung;\N;96.5 x 127 cm;\N;\N;51
833;394;3;Sommernacht. Die Stimme;\N;90 x 119.5 cm;\N;\N;51
834;428;3;Stoffwechsel. Leben und Tod;\N;172.5 x 142 cm;\N;\N;51
835;440;3;Roter Wilder Wein;\N;119.5 x 121 cm;\N;\N;51
836;446;3;Das Kind und der Tod;\N;104 x 179.5 cm;1899;\N;52
837;447;3;Das Kind und der Tod;\N;100 x 90 cm;\N;\N;52
838;459;3;Sommernacht in Studenterlunden;\N;101 x 91 cm;\N;\N;51
839;460;3;Tanz am Strand;\N;99 x 96 cm;\N;\N;51
840;461;3;Auge in Auge;\N;136 x 110 cm;\N;\N;51
841;462;3;Fruchtbarkeit;\N;120 x 140 cm;\N;\N;51
842;464;3;Der Tanz des Lebens;\N;125 x 191 cm;\N;\N;\N
843;464;3;Der Tanz des Lebens;\N;125 x 191 cm;\N;\N;51
844;401;3;Der Kuß;\N;99 x 81 cm;\N;\N;52
845;329;22;Der Tod im Krankenzimmer;Tempera and crayon on canvas;152.5 x 169.5 cm;\N;\N;52
846;323;3;Haus im Mondschein;\N;70 x 95.8 cm;\N;\N;51
847;489;3;Johannisnacht (Mittsommernacht);\N;81 x 74 cm;\N;\N;\N
848;488;3;Strasse in Aasgaardstrand mit Frau in rotem Kleid;\N;59.7 x 75.5 cm;\N;\N;\N
849;580;3;Sommernacht in Studenterlunden;\N;60 x 90 cm;\N;\N;54
850;570;3;Kirche in Travemünde;\N;65 x 70 cm;\N;\N;54
851;563;3;Lindes Söhne;\N;144 x 199.5 cm;1903;\N;53
852;560;3;Garten in Lübeck;\N;72.3 x 66.8 cm;\N;\N;54
853;556;3;Selbstbildnis in der Hölle;\N;82 x 66 cm;\N;\N;53
854;547;3;Im Garten;\N;75 x 82 cm;1902;\N;54
855;544;3;Vier Mädchen in Åsgårdstrand;\N;89.5 x 125.5 cm;\N;\N;53
856;536;3;Sommernacht am Strand;\N;103 x 120 cm;\N;\N;54
857;534;3;Gewitterlandschaft;\N;74 x 95 cm;\N;\N;54
858;522;13;Besuch im Tuberkulosesanatorium;Casein (?) on canvas;70 x 85 cm;\N;\N;52
859;521;13;Pflegemütter vor dem Schwurgericht;\N;111 x 170 cm;\N;\N;52
860;514;3;Doppelakt;\N;110 x 161 cm;\N;\N;53
861;399;3;Paul Herrmann und Paul Contard;\N;54 x 73 cm;1897;\N;53
862;333;22;Der Schrei;Tempera and crayon on unprimed cardboard;91 x 73.5 cm;1893;\N;51
863;321;3;Sternenacht;\N;108.5 x 120.5 cm;\N;\N;54
864;657;13;Herbert Esche;Oil and pastel on canvas;120 x 70 cm;1905;\N;53
865;663;3;Aus dem Thüringer Wald;\N;76 x 109 cm;\N;\N;54
866;474;3;Neuschnee;\N;72 x 82 cm;\N;\N;54
867;475;3;Winternacht;\N;81 x 121 cm;\N;\N;54
868;779;3;Olga und Rosa Meissner;\N;80.4 x 97.5 cm;\N;\N;53
869;479;3;Winterwald;\N;60.5 x 90 cm;\N;\N;54
870;510;3;Sitzender Akt auf dem Bett (Mädchenakt auf dem Bett sitzend);\N;81 x 65 cm;\N;\N;53
871;523;3;Jonas Lie mit Familie;\N;169.5 x 103 cm;\N;\N;53
872;483;3;Mädchen auf der Brücke;\N;136 x 125 cm;\N;\N;\N
873;486;3;Strasse in Aasgaardstrand;\N;88.5 x 114 cm;\N;\N;\N
874;365;3;Madonna;\N;90 x 68.5 cm;\N;\N;53
875;363;3;Angst;\N;94 x 74 cm;\N;\N;51
876;620;3;Selbstbildnis vor zweiteiligem Hintergrund;\N;69.5 x 44 cm;\N;\N;53
877;366;3;Madonna;\N;90.5 x 70.5 cm;\N;\N;53
878;370;3;Berliner Modell;\N;76 x 57 cm;1895;\N;53
879;371;23;Kabarett;\N;60 x 88 cm;\N;\N;\N
880;465;3;Golgotha;\N;80 x 120 cm;1900;\N;51
881;549;3;Auf der Veranda;\N;86.5 x 111.5 cm;\N;\N;54
882;670;3;Schneelandschaft, Thüringen;\N;68 x 107 cm;\N;\N;54
883;589;3;Badende Jünglinge;\N;194 x 290 cm;\N;\N;\N
884;791;3;Das kranke Kind;\N;118.7 x 121 cm;\N;\N;\N
885;755;3;Alter Mann in Warnemünde;\N;110 x 85 cm;\N;\N;\N
886;757;3;Strasse in Warnemünde;\N;99 x 79 cm;1907;\N;\N
887;778;3;Rosa Meissner;\N;51 x 45.2 cm;1907;\N;\N
888;753;3;Frauenbildnis;\N;50.6 x 46 cm;\N;\N;\N
889;754;3;Bildnis eines alten Mannes;\N;51 x 45.5 cm;\N;\N;\N
890;758;3;Frauen und Kinder in Warnemünde (Aus Warnemünde?);\N;100 x 79 cm;\N;\N;\N
891;782;3;Die Überraschung;\N;85 x 110.5 cm;\N;\N;\N
892;786;3;Die Mörderin;\N;89 x 63 cm;\N;\N;\N
893;764;3;Badende Männer;\N;100 x 120 cm;\N;\N;\N
894;511;3;Zwei Akte vor der Kommode;\N;85.5 x 69.5 cm;\N;\N;\N
895;367;3;Madonna;\N;90 x 71 cm;\N;\N;\N
896;781;3;Zum Süssen Mädl;\N;83 x 130.5 cm;1907;\N;\N
897;790;3;Das kranke Kind;\N;118 x 120 cm;\N;\N;\N
898;801;3;Kanal bei Sonnenuntergang, Warnemünde;\N;80 x 65 cm;\N;\N;\N
899;805;3;Meerbild, Warnemünde;\N;80 x 71 cm;\N;\N;\N
900;822;3;Daniel Jacobson;\N;204 x 111.5 cm;\N;\N;\N
901;824;3;Helge Rode;\N;198 x 96 cm;1908;\N;\N
902;826;3;Krankenschwestern mit Laken;\N;110 x 94 cm;1909;\N;\N
903;830;3;Frühling in Kragerö;\N;80 x 65 cm;\N;\N;\N
904;832;3;Jappe Nilssen;\N;193 x 94.5 cm;1908;\N;\N
905;833;3;Jappe Nilssen;\N;94 x 103 cm;\N;\N;\N
906;834;3;Torvald Stang;\N;200 x 96.5 cm;\N;\N;\N
907;836;3;Christian Gierloff;\N;207 x 105.5 cm;\N;\N;\N
908;841;3;Adam und Eva;\N;130.5 x 202 cm;\N;\N;\N
909;849;3;Schiffswerft;\N;99.5 x 110.5 cm;\N;\N;\N
910;874;3;Arbeiter im Schnee;\N;224 x 162 cm;1910;\N;\N
911;887;3;Winterlandschaft, Kragero;\N;94 x 96 cm;\N;\N;\N
912;891;3;Frühlingsarbeit in den Schären;\N;92 x 116 cm;\N;\N;\N
913;410;3;Badende Knaben;\N;\N;\N;\N;\N
914;766;3;Badende Männer;\N;\N;\N;\N;\N
915;639;3;Die Mädchen auf der Brücke;\N;\N;1905;\N;\N
