id;name;type;place;town;country;latitude;longitude;place_tgn
231;Room for scientific conferences;unknown;Ekaterinoslav;Dnepropetrovsk;RU;48.45;34.9833;7011597
232;Rooms of the Sainte Marie feminine school;others;Kursk;\N;RU;51.75;36.2333;7010341
233;Salon of K. Mikhaïlova;unknown;Moscow;Moscow;RU;55.75;37.7;7012974
234;Kaluga art circle;arts associations;Kaluga;\N;RU;54.5167;36.2667;7010166
235;Luna Park Theatre;others;Saint Petersburg;\N;RU;59.8833;30.25;7010273
236;Saint Petersburg;\N;Saint Petersburg;\N;RU;59.8833;30.25;7010273
237;Rooms of the Delovoj dvor;unknown;Moscow;\N;RU;55.75;37.7;7012974
238;Room of Leontievskij per. n° 12;unknown;Moscow;\N;RU;55.75;37.7;7012974
239;Galerie Lemercié;art galleries;Moscow;\N;RU;55.75;37.7;7012974
240;Stroganov School;others;Moscow;\N;RU;55.75;37.7;7012974
241;Galerie des Artistes Modernes;art galleries;Paris;\N;FR;48.866667;2.333333;7008038
242;Galerie des Artistes Modernes. Chaine & Simonnson;art galleries;Paris;\N;\N;48.866667;2.333333;7008038
243;The Fine Art Society;art galleries;London;\N;\N;51.514248;-0.093145;7011781
244;Pavilon v zahradě Kinských;exhibition buildings;Prague;\N;\N;50.1;14.4333;7006464
245;Типография Художественно-Ремесленной Учебной Мастерской Печатного Дела в Киеве;others;Kiev;\N;\N;50.4333;30.5167;7010171
246;Художественное бюро Н. Е. Добычиной;art galleries;Saint Petersburg;\N;\N;59.8833;30.25;7010273
247;Grand Hotel du Lac;others;Luzern;\N;\N;47.083333;8.266667;7007280
248;Räumlichkeiten der Neuen Secession;exhibition buildings;Berlin;\N;DE;52.516667;13.4;7003712
249;Rudolfinum;exhibition buildings;Prague;Prague;CZ;50.1;14.4333;7006464
250;Eliščina Třída 6;unknown;Prague;\N;\N;50.1;14.4333;7006464
251;Städtisches Ausstellungsgebäude auf der Mathildenhöhe;exhibition buildings;Darmstadt;\N;\N;49.870556;8.649444;7004428
252;Moscow (exact location unknown);unknown;Moscow;\N;\N;55.75;37.7;7012974
253;Saint Petersburg (exact location unknown);unknown;Saint Petersburg;\N;\N;59.8833;30.25;7010273
254;Brussels (exact location unknown);unknown;Brussels;\N;\N;50.833333;4.333333;7007868
255;Kiev (exact location unknown);unknown;Kiev;\N;\N;50.4333;30.5167;7010171
256;Литературно-Художественный Кружок;others;Moscow;\N;\N;55.75;37.7;7012974
257;Большая Дмитровка 11;exhibition buildings;Moscow;\N;\N;55.75;37.7;7012974
258;Помещение экономическаго общества офицеров;others;Moscow;Moscow;RU;55.75;37.7;7012974
259;Дом Шведской Церкви;others;Saint Petersburg;\N;RU;59.8833;30.25;7010273
260;Esposizione internazionale di Milano (1906);exhibition buildings;Milan;\N;\N;45.466667;9.2;7005903
261;Königlicher Glaspalast;exhibition buildings;Munich;\N;\N;48.15;11.583333;7004333
262;Gothenburg [exact location unknown];unknown;Gothenburg;\N;\N;57.7167;11.9667;7009954
263;Baltiska parken;exhibition buildings;Malmö;\N;SE;55.5833;13;7009839
264;Public Art Galleries;exhibition buildings;Brighton;\N;\N;50.833333;-0.15;7011483
265;Berliner Secession;artist associations;Berlin;\N;\N;52.516667;13.4;7003712
266;Deutscher Künstlerbund;artist associations;-;\N;DE;51.5;10.5;7000084
267;Association of American Painters and Sculptors;artist associations;New York;\N;\N;40.7;-74;7007567
268;Gebäude des Frankfurter Kunstvereins;exhibition buildings;Frankfurt am Main;\N;\N;50.116667;8.683333;7005293
269;Künstlerbund Hagen / Hagenbund;artist associations;Vienna;\N;\N;48.2167;16.3667;7003321
270;Neue Künstlervereinigung München (N.K.V.M.);artist associations;Munich;\N;\N;48.15;11.583333;7004333
271;Modern Gallery;art galleries;New York;\N;\N;40.7;-74;7007567
272;New English Art Club;artist associations;London;\N;\N;51.514248;-0.093145;7011781
273;La Libre Esthétique;artist associations;Brussels;\N;\N;50.833333;4.333333;7007868
274;The Gallery of Austrian Arts and Crafts;others;London;\N;\N;51.514248;-0.093145;7011781
275;Earls Court;exhibition buildings;London;\N;\N;51.514248;-0.093145;7011781
276;Capitole;others;Toulouse;Toulouse;FR;43.599516;1.433188;7008441
277;Verein zur Förderung der Kunst;arts associations;Stuttgart;\N;DE;48.766667;9.183333;7004425
278;Verein bildender Künstler Münchens "Secession";artist associations;Munich;\N;DE;48.15;11.583333;7004333
279;Cincinnati Museum;museums;Cincinnati;\N;\N;39.15;-84.45;7013604
280;Trustees of the Art Institute of Chicago;museums;Chicago;\N;\N;41.85;-87.65;7013596
281;Stadtfestsaal Antwerpen;exhibition buildings;Antwerp;Antwerp;BE;51.213886;4.401514;7007856
282;Münchener Künstlergenossenschaft;artist associations;Munich;\N;\N;48.15;11.583333;7004333
283;Graphisches Kabinett J. B. Neumann;art galleries;Berlin;Berlin;DE;52.516667;13.4;7003712
284;Galerie Heinemann;art galleries;Munich;München;DE;48.15;11.583333;7004333
285;Société du Salon d'Automne;arts associations;Paris;\N;\N;48.866667;2.333333;7008038
286;Vereinigung bildender Künstler Österreichs Secession;artist associations;Vienna;\N;\N;48.2167;16.3667;7003321
287;34, rue Pargaminière;unknown;Toulouse;Toulouse;FR;43.599516;1.433188;7008441
288;Allied Artists'  Association, Ltd.;artist associations;London;\N;\N;51.514248;-0.093145;7011781
289;Galerie Georges Petit;art galleries;Paris;\N;\N;48.866667;2.333333;7008038
290;Akademischer Verband für Literatur und Musik in Wien;arts associations;Vienna;\N;\N;48.2167;16.3667;7003321
291;Utrecht (exact location unknown);unknown;Utrecht;\N;\N;52.083333;5.133333;7006926
292;Galerie Wertheim;art galleries;Berlin;\N;\N;52.516667;13.4;7003712
293;Kunstsalon Fischer;art galleries;Bielefeld;\N;\N;52.033333;8.533333;7005978
294;Amsterdam (exact location unknown);unknown;Amsterdam;\N;\N;52.35;4.916667;7006952
295;Dusseldorf (exact location unknown);unknown;Dusseldorf;\N;\N;51.216667;6.766667;7004443
296;Odessa (exact location unknown);unknown;Odessa;\N;\N;46.5;30.7667;7011656
297;Kazan' (exact location unknown);unknown;Kazan';\N;\N;55.75;49.1667;7015156
298;Riga (exact location unknown);unknown;Riga;\N;\N;56.95;24.1;7006484
299;Ekaterinodar (exact location unknown);unknown;Ekaterinodar;\N;\N;45.0333;39;7011598
300;Newark (exact location unknown);unknown;Newark;\N;\N;40.7333;-74.1667;7014218
301;Christiania Kunstforening;arts associations;Christiania;\N;\N;59.9333;10.75;7009573
302;Exposition universelle de Gand;exhibition buildings;Ghent;\N;\N;51.05;3.716667;7007887
303;London (exact location unknown);\N;London;\N;\N;51.514248;-0.093145;7011781
304;Helsingfors (exact location unknown);unknown;Helsingfors;\N;\N;60.1333;25;7009880
305;Aachen (exact location unknown);\N;Aachen;\N;\N;50.770833;6.105278;7004799
306;Barmen (exact location unknown);unknown;Barmen;\N;\N;50.95;6.3;7208956
307;Trondheim (exact location unknown);unknown;Trondheim;\N;\N;63.429722;10.393333;7009596
308;Ekaterinoslav (exact location unknown);unknown;Ekaterinoslav;\N;\N;48.45;34.9833;7011597
309;Koninklijke Maatschappij van Aanmoediging der Schoone Kunsten Antwerpen;academies;Antwerp;Antwerp;BE;51.213886;4.401514;7007856
310;Sonderbund Westdeutscher Kunstfreunde und Künstler;artist associations;Cologne;\N;\N;50.933333;6.95;7004446
311;Société Royale des Beaux-Arts;artist associations;Brussels;\N;BE;50.833333;4.333333;7007868
312;Galeries Des Artistes Modernes;art galleries;Paris;\N;\N;48.866667;2.333333;7008038
313;Neue Secession Berlin E. V.;artist associations;Berlin;\N;\N;52.516667;13.4;7003712
314;Galerie Manzi, Joyant;art galleries;Paris;\N;FR;48.866667;2.333333;7008038
315;KÉVE;artist associations;Budapest;\N;\N;47.5;19.05;7006280
316;New English Art Club Galleries;exhibition buildings;London;\N;\N;51.514248;-0.093145;7011781
317;Exposition Coloniale Nationale De Marseille (1906);private association;Marseille;\N;\N;43.285413;5.37606;7008781
318;Città di Venezia;others;Venice;\N;\N;45.438611;12.326667;7018159
319;Országos Magyar Képzőművészeti Társulat;arts associations;Budapest;\N;\N;47.5;19.05;7006280
320;Société des Amis des Arts de Strasbourg;arts associations;Strasbourg;Strasbourg;FR;48.600381;7.787355;7012346
321;Société des Artistes Méridionaux;artist's collectives;Toulouse;\N;\N;43.599516;1.433188;7008441
322;Towarzystwo Artystów Polskich "Sztuka";artist associations;Cracow;\N;\N;50.05;19.9167;7007652
323;Société des Peintres du Paris Moderne;artist's collectives;Paris;\N;\N;48.866667;2.333333;7008038
324;Spolek výtvarných umělců Mánes;artist associations;Prague;\N;\N;50.1;14.4333;7006464
325;Ancienne Caisse d'épargne;others;Toulouse;\N;\N;43.599516;1.433188;7008441
326;Ancien Archevêché;others;Toulouse;\N;\N;43.599516;1.433188;7008441
327;Volné sdružení přátel kulturních snah v Kladně;arts associations;Kladno;\N;\N;50.1667;14.1167;1027273
328;Osma;artist's collectives;Prague;\N;\N;50.1;14.4333;7006464
329;Skupina výtvarných umělců;artist associations;Prague;\N;\N;50.1;14.4333;7006464
330;Sdružení výtvarných umělců moravských;artist associations;Hodonín;\N;\N;48.856;17.123;1027197
331;Květná zahrada;exhibition buildings;Kroměříž;Kroměříž;CZ;49.3167;17.45;7011637
332;C.k. české gymnasium;exhibition buildings;Valašské Meziříčí;Valašské Meziříčí;CZ;49.4833;17.95;1027618
333;Dům umělců;art galleries;Hodonín;Hodonín;CZ;48.856;17.123;1027197
334;Musée des Arts Décoratifs;museums;Paris;Paris;FR;48.866667;2.333333;7008038
335;Jednota výtvarných umělců;artist associations;Prague;\N;\N;50.1;14.4333;7006464
336;Vereeniging Sint Lucas;artist associations;Amsterdam;\N;\N;52.35;4.916667;7006952
337;New Association of Artists;artist associations;London;\N;\N;51.514248;-0.093145;7011781
338;Société du Salon de Mai;artist's collectives;Marseille;\N;\N;43.285413;5.37606;7008781
339;Umělecké sdružení Sursum;arts associations;-;\N;\N;49.75;15;1001780
340;Průmyslové muzeum pro východní Čechy;museums;Chrudim;Chrudim;CZ;49.95;15.7833;1027136
341;Musis Sacrum;unknown;Arnhem;\N;\N;51.983333;5.916667;7006876
342;Deutschböhmischer Künstlerbund;artist associations;Prague;\N;\N;50.1;14.4333;7006464
343;Musée National du Luxembourg;museums;Paris;\N;FR;48.866667;2.333333;7008038
344;Gaston Braun - Éditeur Officiel des Musées Nationaux;others;Paris;Paris;FR;48.866667;2.333333;7008038
345;Sdružení pokrokových lidí;private association;Prostějov;\N;\N;49.4667;17.1167;1027486
346;Dvorana Dělnického domu;exhibition buildings;Prostějov;\N;\N;49.4667;17.1167;1027486
347;Krasoumná jednota;arts associations;Prague;\N;\N;50.1;14.4333;7006464
348;Městské průmyslové museum;museums;Hradec Králové;Hradec Králové;CZ;50.2167;15.8333;7012051
349;Union Centrale des Arts Décoratifs;arts associations;Paris;\N;FR;48.866667;2.333333;7008038
350;Société de Saint-Jean;arts associations;Paris;Paris;FR;48.866667;2.333333;7008038
351;Vereeniging "Voor de Kunst";arts associations;Utrecht;\N;NL;52.083333;5.133333;7006926
352;Künstlervereinigung "Die Scholle";artist associations;Munich;\N;\N;48.15;11.583333;7004333
353;Дом Фирсановой;private;Moscow;\N;\N;55.75;37.7;7012974
354;Société des Beaux Arts de Bâle;arts associations;Basel;\N;\N;47.558395;7.573271;7007269
355;Pour l'Art;artist associations;Brussels;\N;\N;50.833333;4.333333;7007868
356;Doe Stil Voort;artist associations;Brussels;\N;\N;50.833333;4.333333;7007868
357;Société Normande de Peinture Moderne;arts associations;-;\N;\N;46;2;1000070
358;Vienna (exact location unknown);\N;Vienna;\N;\N;48.2167;16.3667;7003321
359;Vereinigung bildender Künstlerinnen Österreichs;artist associations;Vienna;\N;\N;48.2167;16.3667;7003321
360;Galerie Josefinum;unknown;Prague;\N;\N;50.1;14.4333;7006464
361;Kölnischer Kunstverein;arts associations;Cologne;\N;\N;50.933333;6.95;7004446
362;Annenstr. 30;unknown;Brandenburg an der Havel;\N;\N;52.416667;12.55;7004462
363;Cercle Vrije Kunst;unknown;Brussels;\N;\N;50.833333;4.333333;7007868
364;Moderne Kunst Kring;artist associations;Amsterdam;\N;\N;52.35;4.916667;7006952
365;Wirtschaftsverband bildender Künstler Österreichs;artist associations;Vienna;\N;\N;48.2167;16.3667;7003321
366;Olomouc (exact location unknown);unknown;Olomouc;\N;\N;49.6333;17.25;7011841
367;Hodonín (exact location unknown);unknown;Hodonín;\N;\N;48.856;17.123;1027197
368;Kunstschau Wien;artist associations;Vienna;\N;\N;48.2167;16.3667;7003321
369;Verein Berliner Künstler (VBK);artist associations;Berlin;\N;\N;52.516667;13.4;7003712
370;Berlin, Potsdamerstraße;unknown;Berlin;\N;\N;52.516667;13.4;7003712
371;Gesellschaft zur Förderung moderner Kunst m.b.H.;art galleries;Berlin;\N;\N;52.516667;13.4;7003712
372;Hamburg (exact location unknown);unknown;Hamburg;\N;\N;53.55;10;7005289
373;Den Frie Udstilling;artist associations;Copenhagen;\N;\N;55.7167;12.5667;7003474
374;Galerie Rheinischer Kunstsalon;art galleries;Cologne;\N;DE;50.933333;6.95;7004446
375;Mädchenlyzeum Schwarzwaldschule;others;Vienna;\N;AT;48.2167;16.3667;7003321
376;Konstförening Göteborg;arts associations;Gothenburg;\N;SE;57.7167;11.9667;7009954
377;Zurich (exact location unknown);unknown;Zurich;\N;CH;47.366667;8.55;7007302
378;Zürcher Kunstgesellschaft;arts associations;Zurich;\N;CH;47.366667;8.55;7007302
379;Galerie Ernst Arnold;art galleries;Breslau;\N;PL;51.1;17;7007601
380;Verein Leipziger Jahres-Ausstellung;arts associations;Leipzig;\N;\N;51.3333;12.4167;7012329
381;Der Moderne Bund;artist associations;Weggis;\N;\N;47.03208;8.432192;1064517
382;Kunstsalon Ferdinand Wyss;art galleries;Bern;\N;\N;46.916667;7.466667;7007557
383;Vereinigung nordwestdeutscher Künstler (V. N. K.);artist associations;\N;\N;\N;\N;\N;\N
384;Brunate (exact location unknown);unknown;Brunate;Brunate;IT;45.816667;9.1;1043656
385;Padiglione Ricordi;unknown;Milan;\N;\N;45.466667;9.2;7005903
386;Galleria G. Giosi;art galleries;Rome;Rome;IT;41.9;12.483333;7000874
387;Verband der Kunstfreunde in den Ländern am Rhein;arts associations;Dusseldorf;\N;\N;51.216667;6.766667;7004443
388;Kölner Verein zur Förderung der Ausstellung ["Flora"];private association;Cologne;\N;\N;50.933333;6.95;7004446
389;Kladno (exact location unknown);unknown;Kladno;\N;\N;50.1667;14.1167;1027273
390;Sällskapet Gnistan;private association;Gothenburg;\N;\N;57.7167;11.9667;7009954
391;Verein zur Veranstaltung von Kunstausstellungen e. V.;arts associations;Dusseldorf;\N;DE;51.216667;6.766667;7004443
392;Vereeniging Kunst aan het Volk;arts associations;Amsterdam;\N;\N;52.35;4.916667;7006952
393;Vereeniging in het Stedelijk Museum;unknown;Amsterdam;\N;\N;52.35;4.916667;7006952
394;Hotel "Kaiserin Augusta";others;Weimar;Weimar;DE;50.983333;11.316667;7012886
395;Folkwang-Museum;museums;Hagen;\N;DE;51.35;7.466667;7005154
396;Berlin (exact location unknown);private;Berlin;\N;\N;52.516667;13.4;7003712
397;Kunstsalon Clematis;art galleries;Hamburg;\N;\N;53.55;10;7005289
398;Vereenining van Beeldene Kunstenaars "De Onafhankelijken". Tentoonstellingsgebou;exhibition buildings;Amsterdam;\N;\N;52.35;4.916667;7006952
399;Franz Hancke Kunstsalon;art galleries;Breslau;\N;\N;51.1;17;7007601
400;Kunstverein;arts associations;Jena;Jena;\N;50.933333;11.583333;7005973
401;Sächsischer Kunstverein;arts associations;Dresden;\N;\N;51.05;13.75;7004455
402;Leonhard Boldts Atelier;private;Berlin;Berlin;DE;52.516667;13.4;7003712
403;Kunsthütte;artist associations;Chemnitz;\N;\N;50.833333;12.916667;7005951
404;Ausstellungshaus in der Kantstraße 12;exhibition buildings;Berlin;\N;\N;52.516667;13.4;7003712
405;Kaiser Wilhelm Museum;museums;Krefeld;Krefeld;DE;51.333333;6.566667;7005980
406;Kunsthalle P.H.Beyer & Sohn;art galleries;Leipzig;\N;\N;51.3333;12.4167;7012329
407;Mährischer Kunstverein;arts associations;Brno;\N;\N;49.2167;16.6667;7011840
408;Brno (exact location unknown);unknown;Brno;\N;\N;49.2167;16.6667;7011840
409;Städtisches Museum Elberfeld;museums;Elberfeld;\N;\N;51.266667;7.133333;1004421
410;Barmer Ruhmeshalle;museums;Barmen;\N;\N;50.95;6.3;7208956
411;Kunstverein Barmen;arts associations;Barmen;\N;\N;50.95;6.3;7208956
412;Kunsthalle Düsseldorf;exhibition buildings;Dusseldorf;\N;\N;51.216667;6.766667;7004443
413;Kunstsalon Banger;art galleries;Wiesbaden;\N;\N;50.083333;8.25;7004432
414;Großherzogliches Museum;museums;Schwerin;\N;\N;53.633333;11.383333;7004433
415;Badischer Kunstverein;arts associations;Karlsruhe;\N;\N;49.004722;8.385833;7004424
416;Gebäude des Badischen Kunstvereins;exhibition buildings;Karlsruhe;\N;\N;49.004722;8.385833;7004424
417;Mannheimer Kunstverein;arts associations;Mannheim;\N;\N;49.488333;8.464722;7005179
418;Mannheimer Schloss;exhibition buildings;Mannheim;\N;\N;49.488333;8.464722;7005179
419;Kunstsalon Paul Cassirer;art galleries;Hamburg;Hamburg;DE;53.55;10;7005289
420;Bremen (excact location unknown);unknown;Bremen;Bremen;DE;53.083333;8.8;7005286
421;Glasgow Society of Artists;artist associations;Glasgow;\N;\N;55.833333;-4.25;7017283
422;Société des Artistes Indépendants;artist associations;Paris;\N;\N;48.866667;2.333333;7008038
423;Société des Artistes Français;artist associations;Paris;\N;\N;48.866667;2.333333;7008038
424;Московское Товарищество Художников;artist associations;Moscow;\N;\N;55.75;37.7;7012974
425;Galerie d'Art A. Grubicy;art galleries;Milan;\N;\N;45.466667;9.2;7005903
426;Société L'Art Contemporain d'Anvers;arts associations;Antwerp;\N;\N;51.213886;4.401514;7007856
427;Société nationale des beaux-arts;arts associations;Paris;\N;\N;48.866667;2.333333;7008038
428;Союз Русских Художников;artist associations;\N;\N;\N;\N;\N;\N
429;De Unga;artist associations;Stockholm;\N;\N;59.3333;18.0833;7009861
430;Genootschap Kunstliefde;artist associations;Utrecht;\N;\N;52.083333;5.133333;7006926
431;Nikolaev (exact location unknown);unknown;Nikolaev;\N;UA;46.9667;32;7012024
432;Kherson (exact location unknown);unknown;Kherson;Kherson;UA;46.6333;32.5833;7017285
433;Kunstverein Magdeburg;arts associations;Magdeburg;\N;\N;52.166667;11.666667;7004456
434;Levinskij House;private;Moscow;\N;\N;55.75;37.7;7012974
435;Ausstellungsgebäude des Sächsischen Kunstvereins;exhibition buildings;Dresden;\N;\N;51.05;13.75;7004455
436;Casino Kursaal Oostende;exhibition buildings;Ostend;\N;\N;51.223392;2.911854;7007967
437;Burlington Fine Arts Club;arts associations;London;\N;\N;51.514248;-0.093145;7011781
438;Художественное Бюро Н. Е. Добычиной;\N;Saint Petersburg;Санкт-Петербург, Ленинградская обл.;RU;59.8833;30.25;7010273
439;Vilnius;others;Vilnius;Vilnius;LT;54.6833;25.3167;7006521
440;Angers, Centre d'Art;unknown;Angers;\N;\N;47.473806;-0.54774;7008480
441;Salle du Jeu de Paume;exhibition buildings;Paris;\N;\N;48.866667;2.333333;7008038
442;Print Gallery;art galleries;New York;\N;\N;40.7;-74;7007567
443;American Art Galleries;arts associations;New York;\N;\N;40.7;-74;7007567
444;The American Scandinavian Society;private association;New York;\N;\N;40.7;-74;7007567
445;American-Scandinavian Foundation;private association;New York;\N;\N;40.7;-74;7007567
446;Grand Skating Rouennais;exhibition buildings;Rouen;\N;\N;49.433333;1.083333;7008929
